source,sample,construction,Y word,X  word,conn.,Y anim,WO - X first
compromat.ru,"            в качестве сотрудника активного резерва – < это мечта, а не работа >, говорит еще один ветеран КГБ: ""Получаешь         ","мечта, а не работа",работа,мечта,pos,no,yes
tiensrus.ru,"            . Многие люди, видимо, считают, что MLM - < это халява, а не работа > и не получая результатов, начинают винить во      ","халява, а не работа",работа,халява,neg,no,yes
dirty.ru,"            . люди, которые полагают, что руководство < это привилегия, а не работа >. а ведь, чтобы ктото мог хорошо работать, ктото   ","привилегия, а не работа",работа,привилегия,pos,no,yes
ilibrary.ru,"            . — Мало рук, — сказал Чиклин инженеру, — < это измор, а не работа > — время всю пользу съест. — Биржа обещала         ","измор, а не работа",работа,измор,neg,no,yes
kukarkin.ru,"             штаба снисходительно говорил. - Капитан, < это прогулка, а не работа >. Дойдете до места, встретитесь с связным , он     ","прогулка, а не работа",работа,прогулка,pos,no,yes
buddism.ru,"             его на пленку. С точки зрения археолога, < это рай, а не работа >: вместо того чтобы, обливаясь потом,              ","рай, а не работа",работа,рай,pos,no,yes
rinrefer.ru,"             . Учитель - это призвание, учительство - < это служение, а не работа >. Потому учитель обязан работать не ради           ","служение, а не работа",работа,служение,neg,no,yes
avto-hochy.ru,"              движение. Т.е. нужно прямо сказать, что < это кормушка, а не работа >. И по правилам в этой ситуации он может           ","кормушка, а не работа",работа,кормушка,neg,no,yes
readers.lenta.ru,"              , где под ""базой"" проходили человек 50. < это комедия, а не работа >. дураку же понятно, что при параметрах            ","комедия, а не работа",работа,комедия,neg,no,yes
restorate.ru,"                , для меня индстурия гостеприимства – < это жизнь, а не работа >. Кому-то дается шанс выбирать, кем быть, у меня   ","жизнь, а не работа",работа,жизнь,pos,no,yes
7x7-journal.ru,"                  жулики и прохиндеи"", ""купи-продай - < это обман, а не работа >"" и т.п. Таков менталитет. Лучшие коми люди,       ","обман, а не работа",работа,обман,neg,no,yes
mk.12rus.ru,"                     немного. Для большинства шахматы < это любовь, а не работа >. Гроссмейстер Тайманов зарабатывал как            ","любовь, а не работа",работа,любовь,pos,no,yes
noblit.ru,"ими. ""Мне нужен такой спутник жизни, чтобы < была не жизнь, а вальс >, вот кого я ищу"". Выходит за зануду, не ","не жизнь, а вальс",жизнь,вальс,pos,no,no
fet.ouc.ru,"Всё вместе было чувства торжество, Но то < была не жизнь, а волшебство >. 22 И, сам не свой, я, наклоняясь, чуть ","не жизнь, а волшебство",жизнь,волшебство,pos,no,no
chisprud.ru,"Один ряд с именами известнейших чтоб жизнь < была не жизнь, а загляденье >, И чтобы всегда укрыться. Графические ","не жизнь, а загляденье",жизнь,загляденье,pos,no,no
irkbo.ru,"счастья и всего самого везло, Чтоб жизнь < была не жизнь, а загляденье >, И чтобы каждый. Садятся заи свадьбе ","не жизнь, а загляденье",жизнь,загляденье,pos,no,no
lucky-day.ru,"Хотим, чтобы тебе всегда везло, Чтоб жизнь < была не жизнь, а загляденье >, И чтобы каждый день был днем рожденья! ","не жизнь, а загляденье",жизнь,загляденье,pos,no,no
song-rap.ru,"грядущем оновом году всегда везло, Чтоб жизнь < была не жизнь, а загляденье >. Всегда, Пусть будет душа, как сейчас ","не жизнь, а загляденье",жизнь,загляденье,pos,no,no
irkbo.ru,"Узнала б никогда достигли в жизни жизнь < была не жизнь, а загляденье >, И чтобы каждый день был днем рожденья. ","не жизнь, а загляденье",жизнь,загляденье,pos,no,no
vtusovke.ru,"ъсНовый год прольется йшдождь пусть золотой,ж < была не жизнь, а загляденье >, И чтобы каждый день был днем рожденья. ","не жизнь, а загляденье",жизнь,загляденье,pos,no,no
orenkluch.ru,"поздравления тете на день рождение, Чтоб жизнь < была не жизнь, а загляденье >, И чтобы. Которая останется дань  ","не жизнь, а загляденье",жизнь,загляденье,pos,no,no
vtusovke.ru,"искру счастья и радости, и пусть чтоб жизнь < была не жизнь, а загляденье >, И чтобы каждый день. Без оглядки ","не жизнь, а загляденье",жизнь,загляденье,pos,no,no
eurotitan.ru,"профессионального дня. Везло, Чтоб жизнь < была не жизнь, а загляденье > любойв, Ветра выпьемто же за то, чтобыщ ","не жизнь, а загляденье",жизнь,загляденье,pos,no,no
fil-grand.ru,"будущее. Эти транспаранты можно сделать как < была не жизнь, а загляденье >, И чтобы каждый день. Видов криминалистических ","не жизнь, а загляденье",жизнь,загляденье,pos,no,no
city-rock.ru,"йзаботливыми. Транспаранты можно сделать как < была не жизнь, а загляденье >, И чтобы каждый предназначен света при  ","не жизнь, а загляденье",жизнь,загляденье,pos,no,no
news76week.ru,"сегодня. Никогда не встречает грусть она тебя < была не жизнь, а загляденье >, И чтобы каждый день был. Нет ни  ","не жизнь, а загляденье",жизнь,загляденье,pos,no,no
news76week.ru," границы Потому всегда везло, Чтоб жизнь < была не жизнь, а загляденье >, И чтобы каждый день был. Пожелаем ","не жизнь, а загляденье",жизнь,загляденье,pos,no,no
irkbo.ru,"появляйтесь если таких юочень везло, Чтоб жизнь < была не жизнь, а загляденье >, И чтобы каждый день был днем рожденья. ","не жизнь, а загляденье",жизнь,загляденье,pos,no,no
vtusovke.ru," с днём рождения для виктора, Чтоб жизнь < была не жизнь, а загляденье >, И чтобы каждый. Урок 5. Внутреннее ","не жизнь, а загляденье",жизнь,загляденье,pos,no,no
vtusovke.ru,"примроды, И мы сегодняоы везло, Чтоб жизнь < была не жизнь, а загляденье >, И чтобы каждый день был днем рожденья. ","не жизнь, а загляденье",жизнь,загляденье,pos,no,no
fil-grand.ru," жизни в рамках всей страны. Жизнь < была не жизнь, а загляденье >, И чтобы каждый скоро пропадут, ты сядешь ","не жизнь, а загляденье",жизнь,загляденье,pos,no,no
irkbo.ru,"привела за руку, Пусть принесут чтоб жизнь < была не жизнь, а загляденье >, И чтобы каждый день был. Случайная ","не жизнь, а загляденье",жизнь,загляденье,pos,no,no
b177.ru,"видшеть здесь замечиательную пардпу жизнь < была не жизнь, а загляденье >, И чтобы каждый день был днем рожденья. ","не жизнь, а загляденье",жизнь,загляденье,pos,no,no
240x320.ru,"душевное поздравление в прозе с днём рождения < была не жизнь, а загляденье > сечейчас устроим Из подарков хицдт-парад ","не жизнь, а загляденье",жизнь,загляденье,pos,no,no
mobilcentre.ru," очень оригинально и вполне. Жизнь < была не жизнь, а загляденье >, И чтобы каждый ты вспомнишъвь, что быть ","не жизнь, а загляденье",жизнь,загляденье,pos,no,no
b177.ru,"должлна день чтобы ... Везло, Чтоб жизнь < была не жизнь, а загляденье > честной, сменой будь краше, Поскольку ты ","не жизнь, а загляденье",жизнь,загляденье,pos,no,no
findtour.ru,"восток дело тонкое.... оценка это < был не отдых, а сказка >!!!!!!! побывали до этого во многих отелях ","не отдых, а сказка",отдых,сказка,pos,no,no
knigosite.ru,"оригинал"", ""копирует"". Как бы то ни было, это < была не работа, а мечта >. Единственная задача – проехать из пункта ","не работа, а мечта",работа,мечта,pos,no,no
missoffice.ru,"раскрепощено в подобной обстановке. Это < была не работа, а наслаждение >. И еще один чудесный день в моей жизни.","не работа, а наслаждение",работа,наслаждение,pos,no,no
htt.mosbiblio.ru," в банде, во главе которой – Ричард. Это < была не работа, а наслаждение >». Дымок марихуаны приятно разнообразил  ","не работа, а наслаждение",работа,наслаждение,pos,no,no
studentur.ru,"Италии, Франции и Германии. По началу это < была не работа, а отдых > =)) Постепенно я включалась в проведение ","не работа, а отдых",работа,отдых,pos,no,no
kuzkr.ru,"горное дело, эстетику, литературу. И это < была не работа, а песня >... В любой школе отношения между людьми ","не работа, а песня",работа,песня,pos,no,no
svgbdvr.ru,"интуитивном уровне. Для него сама поездка в Москву < была не работой, а праздником >: знаменитых людей вживую увидит и столичными ","не работа, а праздник",работа,праздник,pos,no,no
eressea.ru,"вообще никак. Он все ворчал, что раньше < была не работа, а развлечение >, но с тех пор как примерно год назад вся ","не работа, а развлечение",работа,развлечение,pos,no,no
spravka08.ru," словам Сытина, со стороны писателя «это < была не работа, а священнослужение >. Толстой принимал самое близкое участие ","не работа, а священнослужение",работа,священнослужение,pos,no,no
forum.acework.ru,"Нью-Йорке. В перуанском ресторане. Для меня это < было не работа, а сказка >. Просто выстроил отличные отношения с хозяевами ","не работа, а сказка",работа,сказка,pos,no,no
stavropol.findjob.ru,"Пару лет в Juno я был вполне счастлив. Это < была не работа, а сказка >. (У меня даже брали интервью для сайта, ","не работа, а сказка",работа,сказка,pos,no,no
slabunova.ru,"изменило наше представление о шоппинге. Это < была не работа, а удовольствие >, отдых и даже развлечение. Супругу одели ","не работа, а удовольствие",работа,удовольствие,pos,no,no
molodmos.ru,"требовал детальной проработки. Для меня это < была не работа, а удовольствие >. Поскольку я никуда не торопился, это заняло ","не работа, а удовольствие",работа,удовольствие,pos,no,no
tverlib.ru,"работать? Будет ли продолжение? - Это < была не работа, а удовольствие >. Я заново перечитал Стругацких, окунулся ","не работа, а удовольствие",работа,удовольствие,pos,no,no
lotusale.ru,"хорошую посуду. Для того, что бы готовка < была не работой, а удовольствием > посуда должна быть не только качественной ","не работа, а удовольствие",работа,удовольствие,pos,no,no
my-madonna.ru,"уверенность, что все будет хорошо. Словно Ангелина < была не женщиной, а ангелом > - его персональным ангелом-хранителем. ","не женщина, а ангел",женщина,ангел,pos,yes,no
lib.ru,"соответствовала духу нашей индустриальной эпохи. Это < была не женщина, а машина >. Из тех женщин, которые кричат: ""Долой  ","не женщина, а машина",женщина,машина,pos,yes,no
31ok87pomnim.ru,"все это только иногда. А в основном это < была не женщина, а машина >: когда угодно, сколько угодно и как угодно","не женщина, а машина",женщина,машина,pos,yes,no
forlit.ru,", бокс, нравилось копаться в байках, это < была не женщина, а сказка >. Слишком хороша во всём, чтобы быть похожей ","не женщина, а сказка",женщина,сказка,pos,yes,no
sex-history.ru,"тела, охваченные безудержным порывом. Это < была не женщина, а сказка >. Такую трудно было удовлетворить за один ","не женщина, а сказка",женщина,сказка,pos,yes,no
news-nomad.ru,"успехами в школе и в университете, короче, < был не ребенок, а золото >! И только его младший брат-хулиган знал ","не ребенок, а золото",ребенок,золото,pos,yes,no
usde.ru,"успехами в школе и в университете, короче, < был не ребенок, а золото >! И только его младший брат-хулиган знал ","не ребенок, а золото",ребенок,золото,pos,yes,no
pravmir.ru,"бабушку, а Дуську — не буду!» Дуся < была не ребенок, а подарок >, и я решила, что это результат нового метода ","не ребенок, а подарок",ребенок,подарок,pos,yes,no
detectiverol.mybb.ru,"латинского. Мама восхищалась свое малышкой, это < был не ребенок, а чудо > как говорила она. Лишь одно волновала родителей ","не ребенок, а чудо",ребенок,чудо,pos,yes,no
zemgym.ru,"заботилась, а о других людях. Как будто эт < был не человек, а ангел >, у которого задача - помогать людям. Она ","не человек, а ангел",человек,ангел,pos,yes,no
pravoslavie.ru,"человек, что за человек…» И это действительно < был не человек, а ангел >! Батюшка изнемогал после операции ","не человек, а ангел",человек,ангел,pos,yes,no
toldot.ru,"(это происходило только в Йом Кипур), он < был не человеком, а ангелом >, как сказано в книге Ваикра Раба . Поэтому ","не человек, а ангел",человек,ангел,pos,yes,no
orthedu.ru,"сорокадневного путешествия. Подлинно, это < был не человек, а ангел > во плоти. Так же Писание указывает ","не человек, а ангел во плоти",человек,ангел во плоти,pos,yes,no
situation.ru,"остряки-памфлетисты заявляли даже в шутку, что он < был не человек, а бог-солнце >. Сверхъестественная сила этого мифа не  ","не человек, а бог-солнце",человек,бог-солнце,pos,yes,no
imperium.lenin.ru,"который приснился впервые еще весной, Мадими < была не человеком, а деревом > -- могучим, сильным деревом, пустившим  ","не человек, а дерево",человек,дерево,pos,yes,no
historic.ru,"Ислямов скончался. Это большая утрата. Он < был не человек, а лев >, бесстрашный герой Родины, комсомолец. ","не человек, а лев",человек,лев,pos,yes,no
speleo-perm.ru,"Суббота Первый гость, пришедший рано, вовсе < был не человек, а луч > солнца на палатке, проникающий в глаза… ","не человек, а луч солнца на палатке, проникающий в глаза",человек,"луч солнца на палатке, проникающий в глаза",pos,yes,no
magazines.russ.ru,"лицам. Сейчас он умер, к сожалению. Но это < был не человек, а фейерверк >. Он ехал в метро на эскалаторе, вдруг поднимал ","не человек, а фейерверк",человек,фейерверк,pos,yes,no
strasti.ru,"способами, о которых я даже думать не могла. Это < была не жизнь, а ад > и до сих пор я это вспоминаю с содроганием ","не жизнь, а ад",жизнь,ад,neg,no,no
parabol.ru,"поженились. Через пару месяцев разошлись. Это < была не жизнь, а ад >. Еще через месяц я получил письмо от Марии ","не жизнь, а ад",жизнь,ад,neg,no,no
npacific.ru,"декабрь 1977 года, вспоминает: ""Зимой там < была не жизнь, а борьба > за существование. Утром встаешь, топишь ","не жизнь, а борьба за существование",жизнь,борьба за существование,neg,no,no
sob.yamalmed.ru,"всякие гадости, психопат. Я хочу сказать, это < была не жизнь, а вереница > фильмов ужасов. Как выбрать эллиптический ","не жизнь, а вереница фильмов ужасов",жизнь,вереница фильмов ужасов,neg,no,no
kazved.ru,"правоту экстрасенса признала. До 40 лет у нее < была не жизнь, а выживание >: раннее сиротство, несколько мачех, отец ","не жизнь, а выживание",жизнь,выживание,neg,no,no
pressaobninsk.ru,"до этого семья жила в гостинице ЦИПК. Это < была не жизнь, а выживание >. Там даже готовить не разрешали. ","не жизнь, а выживание",жизнь,выживание,neg,no,no
tourout.ru," & Residence Хуже я еще не отдыхала. Это < был не отдых, а борьба > за выживание. Питание отвратительное, свободных ","не отдых, а борьба за выживание",отдых,борьба за выживание,neg,no,no
angely-tour.ru,"зайдет. И вообще скукотища страшная, у меня < был не отдых, а борьба > за лежаки и еду. Удачного отдыха. ","не отдых, а борьба за лежаки и еду",отдых,борьба за лежаки и еду,neg,no,no
iduvsud.ru,"включает в себя минимум прожиточный... Это < был не отдых, а выживание >. Хотим вернуть потраченные деньги + стоимость ","не отдых, а выживание",отдых,выживание,neg,no,no
kinokosmos.ru,"количеству людей! 17.10.10 21:00(3 зал)Это < был не отдых, а испытание >. ДЫШАТЬ НЕЧЕМ БЫЛО ВОООБЩЕ! По ошушениям ","не отдых, а испытание",отдых,испытание,neg,no,no
tury.ru,"оставляют желать лучшего. Политика... Это < был не отдых, а кошмар >, который не прекращался в течении 7 дней ","не отдых, а кошмар",отдых,кошмар,neg,no,no
turexo.ru,"закрывается на хилинький ключик. Вообщем, это < был не отдых, а КОШМАР >!!!!! Да, еще цена на билеты высоченная, ","не отдых, а КОШМАР",отдых,КОШМАР,neg,no,no
story.travel.mail.ru,"Только из-за этого и согласились. Вообще это < был не отдых, а кошмар >. Кроме нас ещё были две мои подруги с детьми ","не отдых, а кошмар",отдых,кошмар,neg,no,no
ladymama.ru,"и в полтора года пытались отдохнуть, это < был не отдых, а кошмар > какой-то. Elenоchka 32 , если речь ","не отдых, а кошмар какой-то",отдых,кошмар какой-то,neg,no,no
tovar2.ru,"три дня на берег озера отдыхать, так это < был не отдых, а мучение >. Купили в аптеке мазь от комаров, но было ","не отдых, а мучение",отдых,мучение,neg,no,no
turexo.ru,"гостиницу для тихого семейного отдыха! Это < был не отдых, а мучение >. Многие из нас понимают не по наслышке ","не отдых, а мучение",отдых,мучение,neg,no,no
ayda.ru,"сравнить !я не в первый раз в египте! это < был не отдых , а мучение > !номер - просто кошмар !!! пока на третий ","не отдых, а мучение",отдых,мучение,neg,no,no
turkei.ru," так что для нас, как и для ребенка, это < был не отдых, а мучение >. Ребенок, естественно, под эту не прекращавшуюся ","не отдых, а мучение",отдых,мучение,neg,no,no
5h.ru,"драги.. фууууу мерзкое зрелище!!! Это < был не отдых, а мучения >! И если вам будут рассказывать, какая это ","не отдых, а мучения",отдых,мучения,neg,no,no
lovevirt1.ru,"они отдадут последнюю рубаху и пры...Это < был не отдых, а пытка >...На счастье, такое со мной было тока один ","не отдых, а пытка",отдых,пытка,neg,no,no
infotur.ru,"!!!!!! Отдыхали с 5.12.10 по 14.12.10!!!! Это < был не отдых, а стресс >!!!!!! Началось все с расселения, а закончилось ","не отдых, а стресс",отдых,стресс,neg,no,no
knigosite.ru," в рабочем состоянии!» – он отдыхал? Это < был не отдых, а угар >, прожигание жизни, уничтожение здоровья ","не отдых, а угар, прожигание жизни, уничтожение здоровья ",отдых,"угар, прожигание жизни, уничтожение здоровья ",neg,no,no
otpusku.ru,"жареная и соленая обязательно с сыром. Это < был не отдых, а ужас >. Правда, отдых был недорогим, но сервис ","не отдых, а ужас",отдых,ужас,neg,no,no
otpusku.ru,"жареная и соленая обязательно с сыром. Это < был не отдых, а ужас >. Правда, отдых был недорогим, но сервис ","не отдых, а ужас",отдых,ужас,neg,no,no
kaz-volnoe.narod.ru,"стал моим врагом за всё это. В общем, это < была не работа, а каторга >. И директор знал об этом – я показывал  ","не работа, а каторга",работа,каторга,neg,no,no
pics.zaloba.ru,"работать, но их темпы меня не устраивали. Это < была не работа, а муки > адские, мне пришлось все бросить и за свои ","не работа, а муки адские",работа,муки адские,neg,no,no
business-gazeta.ru," в отношении дилер-дистрибьютор. С Volvo < была не работа, а мучение >. Но это решение нам все равно далось тяжело ","не работа, а мучение",работа,мучение,neg,no,no
likebook.ru,"Взрывоопасное. Убийственное. Это ведь < была не женщина, а боеголовка >, для которой существует только один критический ","не женщина, а боеголовка",женщина,боеголовка,neg,yes,no
prosv.ru,"она испугалась, попросила пощады, но это < была не женщина, а дьявол >. — В последний раз спрашиваю тебя ","не женщина, а дьявол",женщина,дьявол,neg,yes,no
briefly.ru,"углы, Косме продолжает настаивать, что это < была не женщина, а дьявол > в виде женщины, ибо в этом нет ничего удивительного ","не женщина, а дьявол в виде женщины",женщина,дьявол в виде женщины,neg,yes,no
svetdomspb.ru,"косметического средства. Конечно, это < был не ребенок, а бандит >. Но на этот раз решил пересилить себя.  ","не ребенок, а бандит",ребенок,бандит,neg,yes,no
vashaktiv.ru,"ними был монах, которого они слушали, и это < был не человек, а беда >. Он сказал им: «У Христа, да будет мир  ","не человек, а беда",человек,беда,neg,yes,no
zaistinu.ru,"а за ней человек в белом костюме. Но это < был не человек, а бес >. А то, что чадо славимого старца, так этот ","не человек, а бес",человек,бес,neg,yes,no
kurehin.ru,"с версией о том, что Ленин на самом деле < был не человеком, а грибом >. (*26) Адорно – создатель собственной ","не человек, а гриб",человек,гриб,neg,yes,no
liblarge.ru,", не издав ни звука, будто действительно < был не человеком, а демоном >, родившимся во тьме этого города, упал  ","не человек, а демон",человек,демон,neg,yes,no
deathnote.ru,"просто чудовищную силу, словно перед ним < был не человек, а демон >. А притяжение к полу вдруг стало невыносимо ","не человек, а демон",человек,демон,neg,yes,no
thelib.ru," дороге. Некоторые утверждали, что Цемах < был не человек, а демон >. Акшу похоронили возле могилы известного ","не человек, а демон",человек,демон,neg,yes,no
operaghost.ru," что у Кристины перехватило дыхание. Это < был не человек, а дьявол >, способный погубить ее и разрушить все  ","не человек, а дьявол",человек,дьявол,neg,yes,no
allk.ru,"рыцари в ответ проклинали его, твердя, что он < был не человек, а дьявол >. – Ведь он убил здесь у нас двенадцать  ","не человек, а дьявол",человек,дьявол,neg,yes,no
pisemskiy.org.ru,"наборах касательно интереса он действительно < был не человек, а дьявол >. Один из голов тоже представлял при этом ","не человек, а дьявол",человек,дьявол,neg,yes,no
romanbook.ru,"Слишком долго, – проворчала бабушка. – Она < была не человек, а дьявол >. Пока Роберт пропадал на работе, Элинор ","не человек, а дьявол",человек,дьявол,neg,yes,no
gayboom.ru," становились зверскими по своей сути - я < был не человеком, а животным >, утоляющим свой инстинкт. Но то, что подо ","не человек, а животное",человек,животное,neg,yes,no
ko-punch.ru,"браке до конца дней своих. Это раньше Тайсон < был не человеком, а животным >. Теперь же он вполне нормальный цивилизованный ","не человек, а животное",человек,животное,neg,yes,no
simvol-veri.ru,"позволения предать мертвые тела земле. Судья < был не человек, а зверь >, или что-то жесточе самого зверя: он не ","не человек, а зверь",человек,зверь,neg,yes,no
gui-de-mare.ru,"полладони. – Наверное, этот Ортега < был не человеком, а зверем >… – Похуже зверя, — нахмурился рассказчик ","не человек, а зверь",человек,зверь,neg,yes,no
reshma.nov.ru,"кровью арестантов и усеяна их костями. Это < был не человек, а зверь >, и еще какой зверь! Кора - это место одних ","не человек, а зверь",человек,зверь,neg,yes,no
dumaalex.org.ru,"думая, не помогут ли новые просьбы. Но это < был не человек, а камень >. Я подошел к нему: ""Ладно, - сказал я вполголоса ","не человек, а камень",человек,камень,neg,yes,no
kupibri.ru,"любовнике, рухнувшем к ее ногам. Это < был не человек, а катастрофа >. Всегда спрашивал, прежде чем что-либо  ","не человек, а катастрофа",человек,катастрофа,neg,yes,no
fanbio.ru,"вымогать... Умел, умел старый греховодник! Это < был не человек, а кремень >. Да, он был холоден и тверд, как кремень ","не человек, а кремень",человек,кремень,neg,yes,no
lib.ru,"вымогать... Умел, умел старый греховодник! Это < был не человек, а кремень >. Да, он был холоден и тверд, как кремень ","не человек, а кремень",человек,кремень,neg,yes,no
tolstoy-a-n.lit-info.ru,"полу, огромный рот лязгал зубами, точно это < был не человек, а крокодил >, глаза горели, как два красные фонаря,  ","не человек, а крокодил",человек,крокодил,neg,yes,no
emremark.ru,"Она разговаривала с Гольдбахом, словно то < был не человек, а кусок > дерева, без всяких эмоций, ужасающе равнодушно ","не человек, а кусок дерева",человек,кусок дерева,neg,yes,no
nash-sovremennik.ru,"смертна, и сражай себе подобных! То < был не человек, а наважденье >. Пусть целый ад поднимется навстречу ","не человек, а наважденье",человек,наважденье,neg,yes,no
medkrug.ru,"испытала все кошмары депрессии. На тот момент я < была не человеком, а овощем >. Благодарна своим родителям, которые пытались ","не человек, а овощ",человек,овощ,neg,yes,no
jorigami.narod.ru,"Чобота всё равно никакой жизни не было. Чобот < был не человек, а раб >. Барина у него отняли, так он Наташку выдумал ","не человек, а раб",человек,раб,neg,yes,no
romanov-murman.narod.ru,"дожил до старческого возраста, но это уже < был не человек, а руина >. Они все гов орили, что на отчитку, во  ","не человек, а руина",человек,руина,neg,yes,no
lenta2012.ru," которым еще надо доказывать, что сталин < был не человеком, а сатаной >, говорить и спорить нечего. Это либо дебилы ","не человек, а сатана",человек,сатана,neg,yes,no
statehistory.ru,"содержался злополучный пленник... Перед ним < был не человек, а скелет >. Тяжелые окопы висели на руках и на ногах ","не человек, а скелет",человек,скелет,neg,yes,no
castalia.ru,"удовольствий, довольно показывают, что он < был не человек, а скот >. Успокоившись немного, принялся объяснять ","не человек, а скот",человек,скот,neg,yes,no
bbs.055555.pp.ru,"вскочил и опасливо поглядел на меня, точно я < был не человеком, а снарядом >, который невзначай залетел в блиндаж и  ","не человек, а снаряд",человек,снаряд,neg,yes,no
www2.newsanons.ru,"бывшие лучшие друзья будут говорить, что это < был не человек, а тиран > и т.д. Наверное, это природное в человеке ","не человек, а тиран",человек,тиран,neg,yes,no
orlovhorse.ru,"принадлежавшее Люку пахло рыбой, точно он < был не человек, а тюлень >. Но мы, конечно, и виду не подали. Мы были ","не человек, а тюлень",человек,тюлень,neg,yes,no
versia.childfest.ru,"пошел в переход, что надо сделать чтобы он < был не человеком, а убожеством >? Кто-нибудь видел руки этих людей, а глаза ","не человек, а убожество",человек,убожество,neg,yes,no
ikar-slav.ru,"поблагодарив за работу, не расплатившись, то это < был не человек, а черт >. Истории о невозможности подковать лошадь ","не человек, а черт",человек,черт,neg,yes,no
autocrane-arenda.ru,"просьбу, дорогая. Поистине Гормен Хэррисон < был не человек, а чудовище >. Оставив жену умирать в одиночестве, Бог ","не человек, а чудовище",человек,чудовище,neg,yes,no
hipersona.ru,"похожего на того, о ком говорилось: « Кан Шэн < был не человек, а чудовище >». Его биография вкратце такова. ","не человек, а чудовище",человек,чудовище,neg,yes,no
2lib.ru,"нелепо облекал его туловище, словно Вельзевул < был не человек, а чучело >, на которое забавы ради напялили одежду ","не человек, а чучело",человек,чучело,neg,yes,no
thelib.ru,"Он нашел выгодную работу. Собственно, это < была не работа, а игра >. Есть такие кварталы в больших городах, ","не работа, а игра",работа,игра,neut,no,no
vadimportretist.ru,"проходил через одеяло так, как будто это < был не ребенок, а грелка > с горячей водой. Она быстро огляделась, ","не ребенок, а грелка с горячей водой",ребенок,грелка с горячей водой,neut,yes,no
vadimportretist.ru,"проходил через одеяло так, как будто это < был не ребенок, а грелка > с горячей водой. Там, на окаймленном пальмами ","не ребенок, а грелка с горячей водой",ребенок,грелка с горячей водой,neut,yes,no
eastlib.ru,"воде, он, казалось, преобразился: это уже < был не человек, а бревно >. Первым двум удалось ухватиться за него ","не человек, а бревно",человек,бревно,neut,yes,no
thelib.ru,"стал в десять раз больше прежнего. Это уже < был не человек, а великан >, и не лошадь, а животное с контурами лошади ","не человек, а великан",человек,великан,neut,yes,no
curwood.ru,"волкам. Покричал — и стал прислушиваться. Это < был не человек, а гигант >. «Чудовище», — подумал Филипп. Возможно ","не человек, а гигант",человек,гигант,neut,yes,no
azlib.ru,"он и кучером был у барина. Казалось, это < был не человек, а машина >, стенобитное орудие, одинаково молчаливое ","не человек, а машина",человек,машина,neut,yes,no
mazip.ru,"на минуту она не оставляла работы, точно < была не человек, а механизм >. Ефрем Васильич, человек очень малого ","не человек, а механизм",человек,механизм,neut,yes,no
lib.ru,"поэтому получил прозвище ""Джон-Бочка"". Это < был не человек, а слон > в образе человеческом. Ростом шесть футов ","не человек, а слон в образе человеческом",человек,слон в образе человеческом,neut,yes,no
okopka.ru,"- предводитель обошел Сергея, словно тот < был не человек, а столб >, и, наклонившись, вгляделся в перемазанное ","не человек, а столб",человек,столб,neut,yes,no
oldsf.ufacom.ru,"Собеседник был точной копией Рата, но он < был не человек, а машина >, и на него нельзя было сердиться... Теперь ","не человек, а машина",человек,машина,neut,yes,no
maykapar.ru,"оплакивалась утрата, заканчивалась словами: ""То < был не человек, а пес >"". Гайдн тайком переписал эпитафию и сочинил ","не человек, а пес",человек,пес,neg,yes,no
tehexe.ru,"наверное мало кто умирал. женщина так вообще < была не человек, а ребенок > и подавно. Уроды конечно были и есть, но ","не человек, а ребенок",человек,ребенок,neg,yes,no
mir-slovo.ru,"лежали длинные серостальные пряди волос. Это < был не человек, а силуэт > — до того он был жутко не похож на окружающих ","не человек, а силуэт",человек,силуэт,neut,yes,no
