source,sample,construction,Y word,X  word,conn.,Y anim,WO - X first
compromat.ru,"            в качестве сотрудника активного резерва – < это мечта, а не работа >, говорит еще один ветеран КГБ: ""Получаешь         ","мечта, а не работа",работа,мечта,pos,no,yes
tiensrus.ru,"            . Многие люди, видимо, считают, что MLM - < это халява, а не работа > и не получая результатов, начинают винить во      ","халява, а не работа",работа,халява,neg,no,yes
dirty.ru,"            . люди, которые полагают, что руководство < это привилегия, а не работа >. а ведь, чтобы ктото мог хорошо работать, ктото   ","привилегия, а не работа",работа,привилегия,pos,no,yes
ilibrary.ru,"            . — Мало рук, — сказал Чиклин инженеру, — < это измор, а не работа > — время всю пользу съест. — Биржа обещала         ","измор, а не работа",работа,измор,neg,no,yes
kukarkin.ru,"             штаба снисходительно говорил. - Капитан, < это прогулка, а не работа >. Дойдете до места, встретитесь с связным , он     ","прогулка, а не работа",работа,прогулка,pos,no,yes
buddism.ru,"             его на пленку. С точки зрения археолога, < это рай, а не работа >: вместо того чтобы, обливаясь потом,              ","рай, а не работа",работа,рай,pos,no,yes
rinrefer.ru,"             . Учитель - это призвание, учительство - < это служение, а не работа >. Потому учитель обязан работать не ради           ","служение, а не работа",работа,служение,neg,no,yes
avto-hochy.ru,"              движение. Т.е. нужно прямо сказать, что < это кормушка, а не работа >. И по правилам в этой ситуации он может           ","кормушка, а не работа",работа,кормушка,neg,no,yes
readers.lenta.ru,"              , где под ""базой"" проходили человек 50. < это комедия, а не работа >. дураку же понятно, что при параметрах            ","комедия, а не работа",работа,комедия,neg,no,yes
restorate.ru,"                , для меня индстурия гостеприимства – < это жизнь, а не работа >. Кому-то дается шанс выбирать, кем быть, у меня   ","жизнь, а не работа",работа,жизнь,pos,no,yes
7x7-journal.ru,"                  жулики и прохиндеи"", ""купи-продай - < это обман, а не работа >"" и т.п. Таков менталитет. Лучшие коми люди,       ","обман, а не работа",работа,обман,neg,no,yes
mk.12rus.ru,"                     немного. Для большинства шахматы < это любовь, а не работа >. Гроссмейстер Тайманов зарабатывал как            ","любовь, а не работа",работа,любовь,pos,no,yes
